State,County,Court
Ohio,Ottawa,Ottawa County Court of Common Pleas
Ohio,Ottawa,Ottawa County Municipal Court
Ohio,Ottawa,Put In Bay Mayor's Court
Ohio,Ottawa,Wayne Mayor's Court
Ohio,Paulding,Antwerp Mayor's Court
Ohio,Paulding,Oakwood Mayor's Court
Ohio,Paulding,Paulding County Court
Ohio,Paulding,Paulding County Court of Common Pleas
Ohio,Paulding,Paulding Mayor's Court
Ohio,Paulding,Payne Mayor's Court
Ohio,Perry,Corning Mayor's Court
Ohio,Perry,Crooksville Mayor's Court
Ohio,Perry,Junction City Mayor's Court
Ohio,Perry,New Lexington Mayor's Court
Ohio,Perry,New Straitsville Mayor's Court
Ohio,Perry,Perry County Court
Ohio,Perry,Perry County Court of Common Pleas
Ohio,Perry,Shawnee Mayor's Court
Ohio,Perry,Somerset Mayor's Court
Ohio,Perry,Thornville Mayor's Court
Ohio,Pickaway,Ashville Mayor's Court
Ohio,Pickaway,Circleville Municipal Court
Ohio,Pickaway,Commercial Point Mayor's Court
Ohio,Pickaway,New Holland Mayor's Court
Ohio,Pickaway,Pickaway County Court of Common Pleas
Ohio,Pickaway,South Bloomfield Mayor's Court
Ohio,Pike,Pike County Court
Ohio,Pike,Pike County Court of Common Pleas
Ohio,Pike,Piketon Mayor's Court
Ohio,Pike,Waverly Mayor's Court
Ohio,Portage,Mogadore Mayor's Court
Ohio,Portage,Portage County Court of Common Pleas
Ohio,Portage,Portage County Municipal Court- Kent
Ohio,Portage,Portage County Municipal Court- Ravenna
Ohio,Preble,Camden Mayor's Court
Ohio,Preble,Eaton Municipal Court
Ohio,Preble,Gratis Mayor's Court
Ohio,Preble,Preble County Court of Common Pleas
Ohio,Preble,West Elkton Mayor's Court
Ohio,Putnam,Columbus Grove Mayor's Court
Ohio,Putnam,Putnam County Court
Ohio,Putnam,Putnam County Court of Common Pleas
Ohio,Richland,Bellville Mayor's Court
Ohio,Richland,Butler Mayor's Court
Ohio,Richland,Lexington Mayor's Court
Ohio,Richland,Lucaas Mayor's Court
Ohio,Richland,Mansfield Municipal Court
Ohio,Richland,Ontario Mayor's Court
Ohio,Richland,Richland County Court of Common Pleas
Ohio,Richland,Shelby Municipal Court
Ohio,Richland,Shiloh Mayor's Court
Ohio,Ross,Chillicothe Municipal Court
Ohio,Ross,Ross County Court of Common Pleas
Ohio,Sandusky,Bellevue Municipal Court
Ohio,Sandusky,Fremont Municipal Court
Ohio,Sandusky,Sandusky County Court District No. 1
Ohio,Sandusky,Sandusky County Court District No. 2
Ohio,Sandusky,Sandusky County Court of Common Pleas
Ohio,Scioto,New Boston Mayor's Court
Ohio,Scioto,Portsmouth Municipal Court
Ohio,Scioto,Scioto County Court of Common Pleas
Ohio,Seneca,Bloomville Mayor's Court
Ohio,Seneca,Fostoria Municipal Court
Ohio,Seneca,Green Springs Mayor's Court
Ohio,Seneca,Republic Mayor's Court
Ohio,Seneca,Seneca County Court of Common Pleas
Ohio,Seneca,Tiffin Municipal Court
Ohio,Shelby,Anna Mayor's Court
Ohio,Shelby,Jackson Center Mayor's Court
Ohio,Shelby,Port Jefferson Mayor's Court
Ohio,Shelby,Russia Mayor's Court
Ohio,Shelby,Shelby County Court of Common Pleas
Ohio,Shelby,Sidney Municipal Court
Ohio,Stark,Alliance Municipal Court
Ohio,Stark,Canton Municipal Court
Ohio,Stark,East Canton Mayor's Court
Ohio,Stark,East Sparta Mayor's Court
Ohio,Stark,Hartville Mayor's Court
Ohio,Stark,Louisville Mayor's Court
Ohio,Stark,Massillon Municipal Court
Ohio,Stark,Minerva Mayor's Court
Ohio,Stark,North Canton Mayor's Court
Ohio,Stark,Stark County Court of Common Pleas
Ohio,Stark,Waynesburg Mayor's Court
Ohio,Summit,Akron Municipal Court
Ohio,Summit,Barberton Municipal Court
Ohio,Summit,Boston Heights Mayor's Court
Ohio,Summit,Cuyahoga Falls Municipal Court
Ohio,Summit,Fairlawn Mayor's Court
Ohio,Summit,Macedonia Mayor's Court
Ohio,Summit,Northfield Mayor's Court
Ohio,Summit,Norton Mayor's Court
Ohio,Summit,Peninsula Mayor's Court
Ohio,Summit,Richfield Mayor's Court
Ohio,Summit,Summit County Court of Common Pleas
Ohio,Trumbull,Girard Municipal Court
Ohio,Trumbull,Hubbard Mayor's Court
Ohio,Trumbull,McDonald Mayor's Court
Ohio,Trumbull,Newton Falls Municipal Court
Ohio,Trumbull,Niels Municipal Court
Ohio,Trumbull,Trumbull County Court of Common Pleas
Ohio,Trumbull,Warren Municipal Court
Ohio,Tuscarawas,Midvale Mayor's Court
Ohio,Tuscarawas,New Philadelphia Municipal Court
Ohio,Tuscarawas,Port Washington Mayor's Court
Ohio,Tuscarawas,Tuscarawas County Court - Southern District
Ohio,Tuscarawas,Tuscarawas County Court of Common Pleas
Ohio,Union,Marysville Municipal Court
Ohio,Union,Union County Court of Common Pleas
Ohio,Van Wert,Van Wert County Court of Common Pleas
Ohio,Van Wert,Van Wert County Municipal Court
Ohio,Vinton,McArthur Mayor's Court
Ohio,Vinton,Vinton County Court
Ohio,Vinton,Vinton County Court of Common Pleas
Ohio,Warren,Carlisle Mayor's Court
Ohio,Warren,Franklin Municipal Court
Ohio,Warren,Harveysburg Mayor's Court
Ohio,Warren,Lebanon Municipal Court
Ohio,Warren,Maineville Mayor's Court
Ohio,Warren,Mason Municipal Court
Ohio,Warren,Morrow Mayor's Court
Ohio,Warren,South Lebanon Mayor's Court
Ohio,Warren,Springboro Mayor's Court
Ohio,Warren,Warren County Court
Ohio,Warren,Warren County Court of Common Pleas
Ohio,Warren,Waynesville Mayor's Court
Ohio,Washington,Belpre Mayor's Court
Ohio,Washington,Beverly Mayor's Court
Ohio,Washington,Marietta Municipal Court
Ohio,Washington,Matamoras Mayor's Court
Ohio,Washington,Washington County Court of Common Pleas
Ohio,Wayne,Creston Mayor's Court
Ohio,Wayne,Doylestown Mayor's Court
Ohio,Wayne,Marshallville Mayor's Court
Ohio,Wayne,Mount Eaton Mayor's Court
Ohio,Wayne,Shreve Mayor's Court
Ohio,Wayne,Smithville Mayor's Court
Ohio,Wayne,Wayne County Court of Common Pleas
Ohio,Wayne,West Salem Mayor's Court
Ohio,Williams,Bryan Municipal Court
Ohio,Williams,Williams County Court of Common Pleas
Ohio,Wood,Bloomdale Mayor's Court
Ohio,Wood,Bowling Green Municipal Court
Ohio,Wood,Bradner Mayor's Court
Ohio,Wood,Haskins Mayor's Court
Ohio,Wood,North Baltimore Mayor's Court
Ohio,Wood,Northwood Mayor's Court
Ohio,Wood,Perrysburg Municipal Court
Ohio,Wood,Portage Mayor's Court
Ohio,Wood,Rising Sun Mayor's Court
Ohio,Wood,Walbridge Mayor's Court
Ohio,Wood,West Millgrove Mayor's Court
Ohio,Wood,Wood County Court of Common Pleas
Ohio,Wyandot,Upper Sandusky Municipal Court
Ohio,Wyandot,Wyandot County Court of Common Pleas
Oklahoma,State of Oklahoma,State of Oklahoma
Oregon,Oregon County,Oregon Court
Pennsylvania,State of Pennsylvania,State of Pennsylvania
Tennessee,State of Tennessee,Tennessee Department of Safety
Texas,Anderson,"Carl E. Davis, Precinct 2 Place 1"
Texas,Anderson,Elkhart Municipal Ct.
Texas,Anderson,Frankston Municipal Ct.
Texas,Anderson,"James Edward Todd, Precinct 3 Place 1"
Texas,Anderson,"Linda B. Ray, Precinct 1 Place 1"
Texas,Anderson,Palestine Municipal Ct
Texas,Andrews,Andrews Municipal Ct.
Texas,Andrews,"Mary Jane Baeza, Precinct 1 And 4 Place 1"
Texas,Andrews,"Neri Flores, Precinct 2 And 3 Place 1"
Texas,Angelina,"Billy S. Ball, Precinct 1 Place 1"
Texas,Angelina,"Claude F. Marshall, Jr., Precinct 4 Place 1"
Texas,Angelina,Diboll Municipal Ct.
Texas,Angelina,"Esther Crager Barger, Precinct 5 Place 1"
Texas,Angelina,Hudson Municipal Ct
Texas,Angelina,Huntington Municipal Ct.
Texas,Angelina,"L. L. Morehead, Precinct 3 Place 1"
Texas,Angelina,Lufkin Municipal Ct.
Texas,Angelina,"R. G. Bowers, Precinct 2 Place 1"
Texas,Angelina,Zavalla Municipal Ct.
Texas,Aransas,"Martin De Leon, Precinct 1"
Texas,Aransas,"Patrick Joseph Daly, Precinct 2"
Texas,Aransas,Rockport Municipal Ct
Texas,Archer,Archer City Municipal Ct.
Texas,Archer,"Charles Thomas Mcdaniel, Precinct 1 Place 1"
Texas,Archer,Holliday Municipal Ct.
Texas,Archer,"Jeanie I. Kellar, Precinct 3 Place 1"
Texas,Archer,"Joe C. Boyle, Precinct 2 Place 1"
Texas,Archer,Lakeside City Municipal Ct.
Texas,Archer,Megargel Municipal Ct.
Texas,Archer,"Wayne Lindemann, Precinct 4 Place 1"
Texas,Archer,Windthorst Municipal Ct.
Texas,Armstrong,"Beatrice T. Sturkie, Countywide"
Texas,Armstrong,Claude Municipal Court
Texas,Atascosa,"Betty Caballero., Precinct 1"
Texas,Atascosa,Charlotte Municipal Ct.
Texas,Atascosa,"Jackie D. Bodden, Precinct 4"
Texas,Atascosa,Jourdanton Municipal Ct.
Texas,Atascosa,"Kyle D. Bradley, Precinct 2"
Texas,Atascosa,Lytle Municipal Ct.
Texas,Atascosa,Poteet Municipal Ct.
Texas,Atascosa,"William (Belo) Wiley, Precinct 3"
Texas,Austin,Bellville Municipal Ct.
Texas,Austin,"Cheryl Kollatschny, Precinct 3 Place 1"
Texas,Austin,"Dennis R. King, Precinct 4 Place 1"
Texas,Austin,"Richard E. Yancey, Jr., Precinct 1 Place 1"
Texas,Austin,San Felipe Municipal Ct.
Texas,Austin,Sealy Municipal Ct.
Texas,Austin,"Thomas F. Richter, Precinct 2 Place 1"
Texas,Austin,Wallis Municipal Ct.
Texas,Bailey,"Herman Morrison, Precinct 1 Place 1"
Texas,Bailey,"Herman Morrison, Precinct 4 Place 1"
Texas,Bailey,Muleshoe Municipal Ct.
Texas,Bandera,Bandera Municipal Ct.
Texas,Bandera,"Bobbie Jo Basinger, Precinct 2 Place 1"
Texas,Bandera,"Frances Kaiser, Precinct 3 Place 1"
Texas,Bandera,"Herschel A. Moore, Sr., Precinct 1 Place 1"
Texas,Bandera,"Joe Michael Smith, Precinct 4 Place 1"
Texas,Bandera,Jp Lynn Holt Precinct 4
Texas,Bastrop,"A. Wayne Smith, Precinct 1 Place 1"
Texas,Bastrop,Bastrop Municipal Ct.
Texas,Bastrop,Elgin Municipal Ct.
Texas,Bastrop,"Katherine K. Hanna, Precinct 3 Place 1"
Texas,Bastrop,"Larry A. Dunne, Precinct 4 Place 1"
Texas,Bastrop,"Raymah M. Davis, Precinct 2 Place 1"
Texas,Bastrop,Smithville Municipal Ct.
Texas,Baylor,"Charles T. Sessions, Precinct 1 Place 1"
Texas,Baylor,"Linda Rogers, Precinct 2 Place 1"
Texas,Baylor,Seymour Municipal Ct.
Texas,Bee,Beeville Municipal Ct.
Texas,Bee,"David B. Garza, Precinct 3"
Texas,Bee,"Joseph Kenneth Lyvers, Precinct 4"
Texas,Bee,"Raul G. Casarez, Precinct 1"
Texas,Bee,"Ted Staples, Precinct 2"
Texas,Bell,Bartlett Municipal Ct.
Texas,Bell,Belton Municipal Ct.
Texas,Bell,"David Barfield, Precinct 3 Place 1"
Texas,Bell,"Donald G. Engleking, Precinct 2 Place 1"
Texas,Bell,"G. W. Ivey, Precinct 3 Place 2"
Texas,Bell,"Garland Keith Potvin, Precinct 4 Place 1"
Texas,Bell,Harker Heights Municipal Ct.
Texas,Bell,Holland Municipal Ct.
Texas,Bell,Killeen Municipal Ct.
Texas,Bell,Little River - Academy Municipal Ct.
Texas,Bexar,Alamo Heights Municipal Ct.
Texas,Bexar,Balcones Heights Municipal Ct.
Texas,Bexar,Bexar County Court Of Law #12
Texas,Bexar,Castle Hills Municipal Ct.
Texas,Bexar,China Grove Municipal Ct
Texas,Bexar,Converse Municipal Ct.
Texas,Bexar,"Edmundo M. Zaragoza, Precinct 1 Place 3"
Texas,Bexar,Elmendorf Municipal Ct.
Texas,Bexar,Fair Oaks Ranch Municipal Court
Texas,Bexar,Grey Forest Municipal Ct.
Texas,Bexar,Helotes Municipal Ct.
Texas,Bexar,Hill Country Village Municipal Ct.
Texas,Bexar,Hollywood Park Municipal Ct.
Texas,Bexar,Judge Albert Mcknight Pct 4
Texas,Bexar,Judge Joyce E Steven
Texas,Bexar,Judge Milbert
Texas,Bexar,Judge Strong Jp Court 1
Texas,Bexar,"Keith M. Baker, Precinct 3"
Texas,Bexar,Kirby Municipal Ct.
Texas,Bexar,Leon Valley Municipal Ct.
Texas,Bexar,"Linda Penn, Pct 4"
Texas,Bexar,Live Oak Municipal Ct.
Texas,Bexar,"Marcia Weiner, Precinct 2 Place 1"
Texas,Bexar,"Monica L Caballero, Pct 1 Pl 1"
Texas,Bexar,"Monica Lisa Caballero, Precinct 1 Place 1"
Texas,Bexar,Olmos Park Municipal Ct.
Texas,Bexar,Phillip Kazon Jr Dis 227
Texas,Bexar,Rita A. Burk Pct 2
Texas,Bexar,San Antonio Municipal Ct.
Texas,Bexar,Sarah Garrahan / Moulder
Texas,Bexar,"Saul Acevedo, Precinct 1 Place 2"
Texas,Bexar,Selma Municipal Ct.
Texas,Bexar,Shavano Park Municipal Ct.
Texas,Bexar,Somerset Municipal Ct.
Texas,Bexar,Terrell Hills Municipal Ct.
Texas,Bexar,Universal City Municipal Ct.
Texas,Bexar,"William E. Donovan, Precinct 2 Place 2"
Texas,Bexar,Windcrest Municipal Ct.
Texas,Blanco,Blanco Municipal Ct.
Texas,Blanco,"Bob Riley Jr, Precinct 4 Place 1"
Texas,Blanco,Johnson City Municipal Ct.
Texas,Blanco,Jp Don Barnett Jr
Texas,Blanco,"Terry A. Carter, Precinct 1 Place 1"
Texas,Borden,"Jane Jones, Countywide"
Texas,Bosque,"Bennett L. Morrow, Precinct 1 Place 1"
Texas,Bosque,Clifton Municipal Ct.
Texas,Bosque,"James W. Zander, Precinct 2 Place 1"
Texas,Bosque,Meridian Municipal Ct.
Texas,Bosque,Valley Mills Municipal Ct.
Texas,Bosque,Walnut Springs Municipal Ct.
Texas,Bowie,"Bobby Ray Thomas, Precinct 4 Place 1"
Texas,Bowie,De Kalb Municipal Ct.
Texas,Bowie,"Gail Adam Balmain, Precinct 7 Place 1"
Texas,Bowie,"Gibson Lee Hadaway, Precinct 1 Place 2"
Texas,Bowie,Hooks Municipal Ct.
Texas,Bowie,"John W. Carson, Precinct 5 Place 1"
Texas,Bowie,Maud Municipal Ct.
Texas,Bowie,"Nancy Talley, Precinct 1 Place 1"
Texas,Bowie,Nash Municipal Ct.
Texas,Bowie,New Boston Municipal Ct.
Texas,Bowie,"Stephen C. Young, Precinct 2 Place 1"
Texas,Bowie,Texarkana Municipal Ct.
Texas,Bowie,"Thomas Gerold Rankin, Precinct 3 Place 1"
Texas,Bowie,Wake Village Municipal Ct.
Texas,Brazoria,Alvin Municipal Ct.
Texas,Brazoria,Angleton Municipal Ct.
Texas,Brazoria,Brazoria Municipal Ct.
Texas,Brazoria,Brookside Village Municipal Ct.
Texas,Brazoria,Clute Municipal Ct.
Texas,Brazoria,Danbury Municipal Ct.
Texas,Brazoria,Freeport Municipal Ct.
Texas,Brazoria,"Gordon Starkenburg, Precinct 3 Place 2"
Texas,Brazoria,Holiday Lakes Municipal Ct.
Texas,Brazoria,"Jack Brown, Precinct 1 Place 1"
Texas,Brazoria,"Jerome V. Jozwiak, Precinct 3 Place 1"
Texas,Brazoria,"John Vasut, Precinct 2 Place 1"
Texas,Brazoria,Jones Creek Municipal Ct.
Texas,Brazoria,Lake Jackson Municipal Ct.
Texas,Brazoria,Liverpool Municipal Ct.
Texas,Brazoria,"Louis Wayne Dubose, Precinct 2 Place 2"
Texas,Brazoria,Manvel Municipal Ct.
Texas,Brazoria,"Milan Miller, Precinct 1 Place 2"
Texas,Brazoria,Oyster Creek Municipal Ct.
Texas,Brazoria,Pearland Municipal Ct.
Texas,Brazoria,Richwood Municipal Ct.
Texas,Brazoria,"Sharon Fox, Precinct 4 Place 1"
Texas,Brazoria,Sherry Kersh Precinct 4 Place 2
Texas,Brazoria,Surfside Beach Municipal Ct.
Texas,Brazoria,Sweeny Municipal Ct.
Texas,Brazoria,West Columbia Municipal Ct.
Texas,Brazos,Bryan Municipal Ct.
Texas,Brazos,College Station Municipal Ct.
Texas,Brazos,Edward J. Spillane Iii
Texas,Brazos,"George Henry Boyett, Precinct 3"
Texas,Brazos,"Margeret Meece, Precinct 2 Place 1"
Texas,Brazos,Michael Mccleary Precinct 1
Texas,Brazos,"Ramiro V. Quintero, Precinct 4 Place 1"
Texas,Brazos,"Tommy A. Munoz, Precinct 2 Place 2"
Texas,Brewster,Alpine Municipal Ct.
Texas,Brewster,"Clifford H. Haislip, Precinct 2 Place 1"
Texas,Brewster,"Gerald Peyton Sotello, Precinct 1 Place 1"
Texas,Brewster,"Shirley Mitchell Williams, Precinct 3 Place 1"
Texas,Briscoe,"Connie Smith, Precinct 1 Place 1"
Texas,Briscoe,"Richard Dale Ramsey, Precinct 2 Place 1"
Texas,Brooks,"Esteban Garcia, Jr., Precinct 3 Place 1"
Texas,Brooks,Falfurrias Municipal Ct.
Texas,Brooks,"Loretta G. Cabrera, Precinct 4 Place 1"
Texas,Brooks,"Oralia Morales, Precinct 2 Place 1"
Texas,Brooks,"Rudy Soliz, Precinct 1 Place 1"
Texas,Brown,Bangs Municipal Ct.
Texas,Brown,"Bob Wall, Precinct 2 Place 1"
Texas,Brown,"Brian Thompson, Precinct 3 Place 1"
Texas,Brown,Brownwood Municipal Ct.
Texas,Brown,Early Municipal Ct.
Texas,Brown,"Jim Cavanaugh, Precinct 4 Place 1"
Texas,Brown,"Walter Bruce Croft, Precinct 1 Place 1"
Texas,Burleson,"Bill Orsack, Precinct 2"
Texas,Burleson,Caldwell Municipal Ct.
Texas,Burleson,"James N. Baldwin, Precinct 1"
Texas,Burleson,"Johnny R. Towslee, Precinct 3"
Texas,Burleson,"Robert Urbanosky, Precinct 4 Place 1"
Texas,Burleson,Somerville Municipal Ct.
Texas,Burnet,Bertram Municipal Ct.
Texas,Burnet,Burnet Municipal Ct.
Texas,Burnet,Cottonwood Shores Municipal Ct.
Texas,Burnet,"Edward F. Cutchin, Precinct 4 Place 1"
Texas,Burnet,Granite Shoals Municipal Ct.
Texas,Burnet,Horseshoe Bay Municipal
Texas,Caldwell,"Homer Horne, Precinct 2 Place 1"
Texas,Caldwell,Lockhart Municipal Ct.
Texas,Caldwell,Luling Municipal Ct.
Texas,Caldwell,"M. Louis Cisneros, Precinct 1 Place 1"
Texas,Caldwell,Martindale Municipal Ct.
Texas,Caldwell,Mary Alice Llanas Precinct 3 Place 1
Texas,Caldwell,Mustang Ridge Municipal Court
Texas,Caldwell,"Raymond De Leon, Precinct 4 Place 1"
Texas,Callahan,Baird Municipal Ct.
Texas,Callahan,Clyde Municipal Ct.
Texas,Callahan,Cross Plains Municipal Ct.
Texas,Callahan,"James R. Jones, Precinct 4 Place 1"
Texas,Callahan,"Roy Chapman, Precinct 1 Place 1"
Texas,Callahan,"Steve Odom, Precinct 3 Place 1"
Texas,Cameron,"Adam Gonzales, Precinct 7,Place 1"
Texas,Cameron,"Arturo Salas, Sr., Precinct 7 Place 1"
Texas,Cameron,"Bennie Ochoa, Iii, Precinct 1 Place 1"
Texas,Cameron,Brownsville Municipal Ct.
Texas,Cameron,Combes Municipal Ct.
Texas,Cameron,"Dan Sanchez, Precinct 7 Place 2"
Texas,Cameron,"David A. Wise, Precinct 5 Place 2"
Texas,Cameron,"David Garza, Precinct 3 Place 2"
Texas,Cameron,Harlingen Municipal Ct.
Texas,Cameron,Indian Lake Municipal Ct.
Texas,Cameron,"Julian Sanchez Jr, Precinct 3 Place 1"
Texas,Cameron,La Feria Municipal Ct.
Texas,Cameron,Laguna Vista Municipal Ct.
Texas,Cameron,Los Fresnos Municipal Ct.
Texas,Cameron,"Oscar Tullos, Precinct 2 Place 2"
Texas,Cameron,Palm Valley Municipal Ct.
Texas,Cameron,Port Isabel Municipal Ct.
Texas,Cameron,Primera Municipal Ct.
Texas,Cameron,Rancho Viejo Municipal Ct.
Texas,Cameron,"Ray Ortiz, Precinct 6 Place 1"
Texas,Cameron,Rio Hondo Municipal Ct.
Texas,Cameron,"Rolando Muniz, Precinct 4 Place 1"
Texas,Cameron,"Sallie A. Gonzalez, Precinct 5 Place 1"
Texas,Cameron,San Benito Municipal Ct.
Texas,Cameron,Santa Rosa Municipal Ct.
Texas,Cameron,South Padre Island Municipal Ct.
Texas,Cameron,"Tony Torres, Precinct 2 Place 1"
Texas,Camp,Pittsburg Municipal Ct.
Texas,Camp,"Ruth Virginia Morris, Countywide"
Texas,Carson,Groom Municipal Ct.
Texas,Carson,Panhandle Municipal Ct.
Texas,Carson,"Phyllis Ann Tyler, Precinct 2 Place 1"
Texas,Carson,"Randy Elliot, Precinct 4 Place"
Texas,Carson,Skellytown Municipal Ct.
Texas,Carson,White Deer Municipal Ct.
Texas,Carson,"William B. Hinson, Precinct 1 Place 1"
Texas,Cass,Atlanta Municipal Ct.
Texas,Cass,Avinger Municipal Ct.
Texas,Cass,"Barbara Mcmillon, Precinct 1 Place 1"
Texas,Cass,Bloomburg Municipal Ct.
Texas,Cass,"Carol Leftwich, Precinct 2 Place 1"
Texas,Cass,Domino Municipal Ct.
Texas,Cass,Hughes Springs Municipal Ct.
Texas,Cass,"John Betts, Precinct 4 Place 1"
Texas,Cass,Linden Municipal Ct.
Texas,Cass,"Micki Henderson, Precinct 3 Place 1"
Texas,Cass,Queen City Municipal Ct.
Texas,Castro,Dimmitt Municipal Ct.
Texas,Castro,Hart Municipal Ct.
Texas,Castro,Nazareth Municipal Ct.
Texas,Castro,"Oreda Campbell, Countywide"
Texas,Chambers,"Kenneth H. Epperson, Precinct 4 Place 1"
Texas,Chambers,"Larry Ray Cryer, Precinct 6 Place 1"
Texas,Chambers,Mont Belvieu Municipal Ct.
Texas,Chambers,Old River-Winfree Municipal Ct.
Texas,Chambers,"R. M. (Bob) Wallace, Precinct 5 Place 1"
Texas,Chambers,"Randy Van Deventer, Precinct 2 Place 1"
Texas,Chambers,"Tracy Woody, Precinct 3 Place 1"
Texas,Chambers,"Yale Devillier, Precinct 1 Place 1"
Texas,Cherokee,Alto Municipal Ct.
Texas,Cherokee,"Brenda Lorene Dominy, Precinct 1 Place 1"
Texas,Cherokee,Bullard Municipal Ct.
Texas,Cherokee,Cuney Municipal Ct.
Texas,Cherokee,Jacksonville Municipal Ct.
Texas,Cherokee,"James M. Morris, Precinct 3 Place 1"
Texas,Cherokee,New Summerfield Municipal Ct.
Texas,Cherokee,Reklaw Municipal Ct.
Texas,Cherokee,Rusk Municipal Ct.
Texas,Cherokee,"Teresa Phifer, Precinct 2 Place 1"
Texas,Cherokee,"Vera Foreman, Precinct 4 Place 1"
Texas,Cherokee,Wells Municipal Ct.
Texas,Childress,Childress Municipal Ct.
Texas,Childress,"Jackie S. Taylor, Countywide"
Texas,Clay,Buffalo Springs Municipal Ct.
Texas,Clay,Henrietta Municipal Ct.
Texas,Clay,"Jim F. Humphrey, Countywide"
Texas,Clay,Petrolia Municipal Court
Texas,Cochran,"Nadene Baker, Countywide"
Texas,Cochran,Whiteface Municipal Ct.
Texas,Coke,Bronte Municipal Ct.
Texas,Coke,"D. Joan Davis, Precinct 1 Place 1"
Texas,Coke,"Grady Coulter, Precinct 2 Place 1"
Texas,Coke,Robert Lee Municipal Ct.
Texas,Coleman,Coleman Municipal Ct.
Texas,Coleman,Santa Anna Municipal Ct
Texas,Coleman,"William Nance Campbell, Countywide"
Texas,Collin,Allen Municipal Ct.
Texas,Collin,Anna Municipal Ct.
Texas,Collin,Celina Municipal Ct.
Texas,Collin,Fairview Municipal Ct.
Texas,Collin,Farmersville Municipal Ct.
Texas,Collin,Frisco Municipal Ct.
Texas,Collin,"John E. Payton, Precinct 3 Place 2"
Texas,Collin,"Johnny G. Lewis, P 3 P 1"
Texas,Collin,Josephine Municipal Ct.
Texas,Collin,Lavon Municipal Ct.
Texas,Collin,Lucas Municipal Ct.
Texas,Collin,Mckinney Municipal Ct.
Texas,Collin,Melissa Municipal Ct.
Texas,Collin,Murphy Municipal Ct.
Texas,Collin,New Hope Municipal Ct.
Texas,Collin,Parker Municipal Ct.
Texas,Collin,"Paul Michael Raleeh, Precinct 1 Place 1"
Texas,Collin,Plano Municipal Ct. Justice Court 3
Texas,Collin,Princeton Municipal Ct.
Texas,Collin,Prosper Municipal Court
Texas,Collin,Sachse Municipal Ct.
Texas,Collin,"Terry L. Douglas, Precinct 2 Place 1"
Texas,Collin,"W. M. (Mike) Yarbrough, Precinct 4 Place 1"
Texas,Collin,Westminster Municipal Ct.
Texas,Collin,Wylie Municipal Ct.
Texas,Collingsworth,"Earl W. Janes, Countywide"
Texas,Colorado,"Billy Hefner, Precinct 1 Place 1"
Texas,Colorado,Columbus Municipal Ct.
Texas,Colorado,Eagle Lake Municipal Ct.
Texas,Colorado,"Francis Truchard, Precinct 3 Place 1"
Texas,Colorado,"George Carson, Precinct 4 Place 1"
Texas,Colorado,"Richard Luhrs, Precinct 2 Place 1"
Texas,Colorado,Weimar Municipal Ct.
Texas,Comal,City Of Bulverde Muncipal Court
Texas,Comal,"Diana Guerrero Campos, Precinct 3"
Texas,Comal,Garden Ridge Municipal Ct.
Texas,Comal,"Jennifer Saunders, Precinct 4"
Texas,Comal,New Braunfels Municipal Ct.
Texas,Comal,"Susan Dvorak, Precinct 2"
Texas,Comal,"William L. Schroeder, Precinct 1"
Texas,Comanche,Comanche Municipal Ct.
Texas,Comanche,De Leon Municipal Ct.
Texas,Comanche,"Rex Plumlee, Countywide"
Texas,Concho,Eden Municipal Ct.
Texas,Concho,"Scott Sorrell, Precinct 2 Place 1"
Texas,Concho,"Scott Spoonts, Precinct 1 Place 1"
Texas,Cooke,"Bill M. Freeman, Precinct 1 Place 1"
Texas,Cooke,"Dorothy Lewis, Precinct 1 Place 1"
Texas,Cooke,Gainesville Municipal Ct.
Texas,Cooke,"John O. Roane, Precinct 4 Place 1"
Texas,Cooke,Lindsay Municipal Ct.
Texas,Cooke,Muenster Municipal Ct.
Texas,Cooke,Oak Ridge Municipal Ct.
Texas,Cooke,Valley View Municipal Ct.
Texas,Coryell,Copperas Cove Municipal Ct.
Texas,Coryell,Evant Municipal Court
Texas,Coryell,"Frank W. Price, Precinct 2 Place 1"
Texas,Coryell,Gatesville Municipal Ct.
Texas,Coryell,"Jimmy L. Wood, Precinct 4 Place 1"
Texas,Coryell,"John B. Guinn, Precinct 1 Place 1"
Texas,Coryell,"Larry C. Mcdonald, Precinct 3 Place 1"
Texas,Coryell,Us District Court Judge Manske
Texas,Cottle,"Hank White, Countywide"
Texas,Cottle,Paducah Municipal Court
Texas,Crane,Crane Municipal Ct.
Texas,Crane,"Donna Clack, Precinct 1 Place 1"
Texas,Crockett,"James M. Hearne, Countywide"
Texas,Crosby,Crosbyton Municipal Ct.
Texas,Crosby,Lorenzo Municipal Ct.
Texas,Crosby,Ralls Municipal Ct.
Texas,Crosby,"Robert Forbes, Precinct 1 Place 1"
Texas,Culberson,"Betty Velez, Precinct 4 Place 1"
Texas,Culberson,"Ismael Villalobos, Precinct 2 Place 1"
Texas,Culberson,"Jo C. Kincade, Precinct 3 Place 1"
Texas,Culberson,"Oscar Espinoza, Sr., Precinct 1 Place 1"
Texas,Culberson,Van Horn Municipal Ct.
Texas,Dallam,Dalhart Municipal Ct.
Texas,Dallam,"Rita Little, Countywide"
Texas,Dallam,Texline Municipal
Texas,Dallas,Addison Municipal Ct.
Texas,Dallas,"Albert Bernard Cercone, Precinct 3 Place 1"
Texas,Dallas,Balch Springs Municipal Ct.
